Temperature,Vibration,RPM,Pressure,Runtime,Status
88.11,1.85,876.98,3.53,951.42,2
47.84,0.37,1399.04,7.37,648.5,0
46.04,0.14,1765.02,4.76,676.03,0
72.4,1.87,1112.91,4.9,597.67,1
81.97,2.85,905.91,4.08,944.74,2
74.19,2.66,1002.63,7.11,701.14,2
70.81,1.28,815.39,7.08,253.1,2
57.02,2.88,1199.04,8.88,188.54,2
70.35,2.93,901.89,3.06,433.58,2
35.56,2.27,1714.55,6.04,258.71,2
56.06,2.2,809.05,7.13,613.29,2
68.26,0.8,1514.05,3.64,199.27,1
82.65,2.24,813.75,4.74,214.41,2
46.25,0.82,862.53,6.21,732.73,2
66.4,2.05,881.15,9.66,838.49,2
78.31,2.49,1732.71,6.81,200.28,2
67.01,2.25,1537.92,6.65,68.46,2
52.27,2.77,1384.45,6.77,268.85,2
52.11,2.7,1466.46,8.51,454.35,2
67.81,0.82,1505.46,5.99,442.55,1
68.96,2.82,864.01,8.77,292.38,2
56.64,0.16,1101.05,6.52,56.18,0
59.47,2.79,905.39,8.35,409.67,2
69.31,0.85,959.49,4.12,70.49,2
41.14,2.03,1681.69,8.7,685.13,2
36.63,0.94,1109.81,4.75,515.01,0
62.13,1.13,1153.79,8.8,789.29,1
48.47,2.75,1752.82,5.29,354.42,2
60.34,2.83,1676.32,3.72,392.73,2
63.2,1.56,993.86,9.01,676.94,2
80.27,2.59,1548.36,6.07,610.55,2
39.62,2.05,979.25,7.86,229.6,2
37.05,0.58,801.99,8.03,732.4,2
60.9,0.57,883.55,3.13,165.75,2
83.45,0.8,1154.27,3.74,222.36,2
61.15,1.86,1045.35,3.4,391.03,1
44.05,0.74,1759.86,7.31,556.88,0
54.95,1.34,1340.91,7.88,702.15,1
40.3,1.55,1211.96,9.09,631.42,1
61.95,0.43,1405.64,3.82,337.21,1
38.57,2.11,1006.25,5.74,895.67,2
42.26,1.57,1219.27,3.13,792.76,1
34.14,1.48,1360.68,7.4,688.63,1
45.2,0.13,1523.44,6.75,836.12,0
79.28,2.55,1285.09,5.34,791.56,2
57.08,0.63,1654.97,9.18,466.31,0
34.54,1.22,1603.54,9.31,203.47,1
34.02,2.64,1189.4,6.79,968.07,2
33.99,1.98,874.11,5.63,803.81,2
56.01,2.99,1359.06,5.25,220.11,2
51.03,1.18,868.71,5.59,464.24,2
73.36,2.0,1508.77,3.06,217.67,2
69.7,1.5,805.31,8.63,772.81,2
62.91,0.29,1566.52,7.09,781.96,1
75.1,2.43,1318.01,3.98,671.16,2
67.23,2.25,969.88,4.36,890.41,2
75.0,2.73,1558.72,7.18,654.13,2
83.35,1.78,1432.39,4.1,473.92,2
72.98,0.89,1002.25,5.2,241.5,1
42.89,1.33,1707.84,6.55,187.92,1
34.62,2.12,1182.8,8.75,659.51,2
77.77,0.89,1492.36,4.85,939.07,2
68.18,1.04,1069.51,4.34,694.64,1
43.12,1.83,1064.64,7.63,814.94,1
76.68,2.31,987.72,3.62,698.95,2
52.1,1.35,831.15,4.82,33.68,2
82.75,0.81,1357.34,3.27,666.85,2
49.38,2.7,1688.12,5.28,900.96,2
89.77,2.49,1644.87,4.74,576.7,2
34.04,0.38,1798.89,5.29,748.18,0
78.4,2.59,1797.63,4.69,40.35,2
54.67,0.48,822.43,5.52,783.74,2
63.97,1.01,1454.34,4.62,14.38,1
75.86,1.91,1562.3,3.27,837.12,2
67.17,1.73,1424.61,9.05,586.94,1
64.86,2.97,1556.73,6.1,707.4,2
53.35,0.76,1396.85,9.5,929.14,0
50.51,1.63,1011.64,9.97,981.12,1
68.97,2.43,1515.1,7.15,53.35,2
57.29,2.06,1477.53,5.61,941.69,2
40.04,1.55,1490.88,7.88,648.64,1
46.52,0.55,1435.94,7.2,179.36,0
72.31,1.42,1467.76,8.86,169.73,1
31.15,2.36,1409.7,7.9,838.15,2
78.17,2.89,1335.94,6.42,401.89,2
39.22,1.76,1077.01,9.45,583.19,1
65.57,1.13,851.99,3.22,423.34,2
35.07,1.86,1680.97,9.18,659.05,1
42.67,2.6,1686.09,4.38,737.43,2
47.19,2.43,1797.24,3.21,897.37,2
67.36,2.92,1265.01,8.93,62.39,2
50.12,0.29,1775.34,8.72,852.55,0
86.28,0.35,1185.6,3.5,210.79,2
43.76,1.46,1068.56,3.71,167.49,1
38.84,2.92,1559.29,9.77,439.74,2
46.7,2.42,1126.25,5.1,232.51,2
37.78,0.84,1155.32,7.72,62.56,0
42.63,2.45,946.92,5.4,864.66,2
39.3,0.34,1284.54,5.12,563.41,0
78.23,0.5,1380.7,6.54,144.08,2
67.44,0.89,1287.83,3.58,459.58,1
48.39,2.48,856.98,5.93,458.43,2
73.5,1.77,1467.21,8.44,862.2,1
48.83,1.66,1640.11,9.93,889.52,1
52.29,0.67,1289.39,8.19,492.57,0
58.99,2.53,1161.4,9.02,406.8,2
49.69,1.42,1562.45,3.88,196.42,1
87.09,0.61,1367.73,7.06,489.62,2
68.68,0.77,1352.66,5.61,661.67,1
38.47,1.76,985.27,4.95,218.71,2
40.97,2.49,1085.71,9.49,969.93,2
64.28,0.51,1174.55,8.58,367.39,1
35.22,1.71,1645.12,8.57,175.12,1
70.37,0.74,1018.21,9.12,249.67,1
45.79,0.1,1670.67,8.55,627.33,0
75.02,0.54,1258.32,5.46,93.78,2
59.17,2.77,840.06,5.04,207.54,2
44.29,2.73,1268.07,6.26,760.58,2
39.27,1.51,1229.99,7.18,999.56,1
76.17,1.25,1627.55,4.19,30.46,2
42.27,1.09,1310.58,7.31,910.61,0
60.59,1.55,850.24,3.24,551.16,2
56.29,2.53,960.68,3.17,449.04,2
44.25,0.24,1524.6,3.78,608.32,0
46.86,0.6,1179.75,8.61,392.09,0
75.05,0.46,1572.77,4.66,677.39,2
63.95,2.79,1187.32,3.46,19.16,2
79.61,1.62,1575.24,4.64,345.08,2
31.81,2.89,1467.87,9.53,265.5,2
66.69,2.07,1117.55,8.94,947.16,2
83.09,2.24,1077.46,4.97,963.36,2
30.62,2.18,1506.25,7.36,990.11,2
48.71,1.09,878.94,6.1,261.05,2
50.6,2.52,1735.48,4.3,372.51,2
85.72,0.28,892.36,4.14,595.21,2
39.03,2.91,1246.71,6.51,246.66,2
58.26,2.02,1551.18,8.28,577.89,2
84.26,2.47,1557.05,3.39,6.88,2
42.75,2.02,1211.2,5.82,884.59,2
83.73,2.74,1113.88,7.84,271.63,2
41.44,0.64,1142.11,6.01,830.95,0
37.19,2.23,1331.45,5.02,492.82,2
48.0,1.83,1233.84,4.15,116.58,1
62.8,2.72,1143.96,8.13,658.66,2
85.89,2.48,1366.61,7.6,898.39,2
53.97,1.05,810.81,8.79,800.98,2
36.27,1.77,1263.98,3.83,980.57,1
42.88,0.29,1394.85,8.17,32.44,0
69.52,1.64,903.27,4.21,567.97,2
47.78,2.82,1618.74,9.88,259.67,2
88.18,1.35,1147.52,3.35,52.77,2
71.52,1.43,1026.52,7.3,252.86,1
64.66,1.14,1623.55,8.74,477.35,1
51.05,1.15,1605.71,5.3,209.06,0
35.08,1.45,1282.13,8.89,221.24,1
52.86,2.44,1623.62,5.69,459.12,2
48.2,2.8,918.64,9.54,683.87,2
61.89,0.19,1275.6,5.85,161.22,1
69.38,2.92,1362.19,8.0,68.45,2
55.06,0.44,1412.8,9.57,661.78,0
34.61,1.13,1350.66,5.82,833.64,0
78.88,1.87,1173.46,4.79,105.87,2
51.29,1.3,1475.82,7.61,70.11,1
53.72,0.63,956.81,8.79,41.92,2
55.15,0.59,1679.33,6.9,231.38,0
60.15,2.22,1758.12,4.54,886.18,2
86.06,2.76,1435.41,7.41,403.21,2
75.14,1.64,1477.44,6.0,731.5,2
79.47,0.52,1632.93,6.78,844.67,2
55.88,1.2,1715.06,4.76,844.21,0
59.04,1.59,1108.47,7.01,325.21,1
32.36,0.89,806.38,9.85,965.75,2
53.71,2.21,1145.81,7.7,805.43,2
86.81,1.26,1583.3,4.86,990.33,2
31.55,1.85,1459.51,7.82,120.39,1
86.31,0.63,1422.75,4.56,307.22,2
62.79,1.31,960.23,4.2,418.14,2
75.44,2.7,884.13,5.75,100.25,2
31.0,2.02,1402.45,4.14,233.81,2
31.42,2.52,1774.69,3.95,231.48,2
82.1,2.79,1219.63,3.35,39.39,2
64.44,1.24,828.65,7.08,11.3,2
77.24,0.99,840.26,7.12,397.68,2
88.43,1.68,1075.24,7.97,271.49,2
84.25,1.19,1349.87,3.35,426.12,2
79.94,2.44,1024.32,4.58,817.31,2
85.82,0.38,1250.06,5.36,870.69,2
35.01,0.71,1552.47,3.36,492.54,0
56.53,1.07,1194.57,6.71,161.37,0
64.32,2.44,1560.16,4.08,149.25,2
46.09,1.15,1208.46,7.76,56.68,0
32.08,1.24,1497.16,4.35,641.5,1
45.59,2.67,1695.69,5.08,229.99,2
54.68,0.8,1472.38,8.78,673.09,0
79.46,1.25,956.32,8.17,360.47,2
70.28,0.88,881.23,9.95,156.2,2
89.31,2.93,1593.82,7.62,577.81,2
81.97,0.94,1267.68,7.34,411.19,2
55.65,1.06,1364.23,8.95,201.53,0
86.07,2.1,1623.27,6.89,779.52,2
30.97,2.47,840.14,9.23,991.96,2
47.64,0.71,1565.36,4.77,865.56,0
36.17,0.47,1779.15,7.72,846.89,0
49.46,2.06,1394.24,7.22,682.53,2
64.52,1.34,1075.92,8.38,226.27,1
71.54,0.78,1425.33,8.23,218.71,1
33.6,0.48,1406.0,8.95,45.0,0
74.05,1.09,1278.53,9.5,331.97,1
57.92,0.14,881.6,4.81,27.85,2
67.88,1.34,1348.15,4.22,295.93,1
69.83,2.9,850.42,9.23,576.88,2
63.84,1.55,869.39,3.63,600.91,2
50.46,2.76,1206.59,4.0,714.72,2
47.6,1.62,1497.83,9.3,792.19,1
70.58,2.07,1745.92,5.07,1.11,2
46.32,0.73,1461.83,7.44,593.46,0
30.97,2.21,1123.53,7.66,556.58,2
50.56,0.49,894.42,8.82,918.4,2
68.99,0.4,1202.03,8.1,779.82,1
37.09,0.1,1512.14,5.5,254.48,0
30.77,1.67,1651.15,9.7,565.74,1
60.87,0.35,1348.87,5.66,607.14,1
53.32,0.8,894.97,5.2,96.64,2
40.61,2.96,1244.1,6.72,873.62,2
89.73,1.79,1612.47,5.29,305.74,2
54.16,2.05,1482.19,5.21,133.21,2
67.94,0.47,1378.49,7.85,700.61,1
75.21,2.63,1299.96,8.11,619.17,2
41.2,0.17,1084.54,6.1,617.11,0
81.0,0.67,925.55,9.74,108.04,2
58.71,1.8,1341.37,3.6,57.03,1
36.33,1.8,1344.34,4.64,637.77,1
79.2,0.22,1298.13,7.83,252.31,2
48.47,1.88,1697.94,8.67,583.13,1
73.81,1.16,1440.97,6.26,189.94,1
72.1,1.71,1158.62,9.38,20.93,1
48.95,0.26,1566.53,7.91,331.35,0
70.54,1.25,1556.25,6.18,412.28,1
86.08,0.83,920.45,7.09,969.32,2
52.67,0.28,1139.31,6.54,161.92,0
69.49,2.99,1251.74,5.48,400.7,2
36.91,2.66,1214.83,5.71,659.69,2
56.52,1.98,861.45,8.7,940.5,2
68.93,2.87,951.43,6.34,601.81,2
64.9,1.26,1138.08,3.89,391.74,1
39.76,2.23,1008.83,3.41,552.37,2
65.71,2.63,1376.98,5.42,803.01,2
62.42,0.33,1365.85,9.36,396.31,1
47.78,0.52,951.45,6.03,595.68,2
34.84,2.82,1555.13,7.11,828.44,2
34.81,1.48,1430.09,8.8,783.47,1
46.62,2.83,924.35,9.13,970.94,2
40.63,2.19,840.29,5.84,516.28,2
64.84,2.81,1472.25,6.37,809.68,2
87.03,0.16,1782.52,3.6,814.39,2
46.82,0.48,1239.86,7.51,380.95,0
33.27,1.84,1702.4,5.68,216.33,1
56.55,0.24,1620.49,8.78,588.0,0
51.19,2.42,1354.69,8.78,631.46,2
77.06,1.84,1214.14,9.71,541.11,2
66.31,0.74,1425.65,7.0,184.84,1
33.58,1.85,1563.69,6.66,226.77,1
69.99,0.33,1241.83,4.14,184.46,1
42.14,1.22,851.15,5.78,511.71,2
59.0,1.21,1639.15,4.02,505.7,1
33.72,0.31,1373.87,6.96,878.03,0
63.47,2.88,848.69,3.69,44.07,2
41.12,1.67,1445.57,3.32,945.97,1
80.53,0.96,877.19,4.19,126.94,2
37.4,1.6,1045.85,5.51,989.51,1
71.06,2.85,942.56,5.67,554.73,2
34.61,0.11,1470.43,7.49,410.79,0
59.38,1.3,824.01,5.35,177.08,2
35.91,2.87,1399.36,8.1,315.36,2
53.59,0.79,896.97,4.25,797.51,2
70.65,1.69,1275.09,9.46,72.73,1
46.84,1.11,1582.43,9.95,240.67,0
82.46,2.51,1024.66,5.8,409.67,2
88.69,0.62,1599.16,5.34,730.87,2
55.2,1.78,1632.61,8.63,866.42,1
33.58,2.11,939.99,5.91,548.59,2
54.16,1.61,1796.53,3.95,675.46,1
53.76,0.49,958.74,9.64,879.6,2
84.42,2.98,1008.32,5.49,669.22,2
59.03,1.31,1157.81,7.16,575.59,1
39.69,1.47,1353.47,6.99,210.11,1
74.54,0.17,1154.83,8.46,563.89,1
45.67,2.12,1367.39,8.57,735.03,2
66.61,1.52,933.18,4.83,419.1,2
65.96,1.59,1088.18,3.05,496.24,1
47.14,2.23,823.95,7.09,941.47,2
40.46,1.47,891.42,7.38,550.53,2
54.44,1.61,1696.57,4.37,22.56,1
81.7,1.77,1690.66,7.18,810.16,2
55.78,2.27,1713.04,7.0,180.79,2
46.13,0.68,1046.86,5.14,555.13,0
65.28,1.34,1415.42,3.57,87.79,1
40.31,1.6,1013.99,4.98,400.31,1
78.71,0.14,1449.38,7.68,798.66,2
85.97,0.16,953.78,9.2,458.52,2
63.88,2.02,1479.07,9.52,996.95,2
73.21,0.93,1679.75,3.34,231.08,1
83.84,0.84,1020.65,3.97,859.11,2
60.0,2.06,1039.07,8.31,760.01,2
48.76,1.29,1009.69,9.84,645.6,1
86.07,0.98,1581.89,8.36,691.66,2
87.94,1.24,930.72,7.7,729.31,2
64.5,0.7,1304.46,5.19,427.47,1
68.71,2.26,1032.22,5.84,269.16,2
41.92,2.37,1709.25,5.59,751.28,2
83.82,2.55,982.81,9.69,376.68,2
50.35,0.28,1286.17,3.76,248.54,0
49.02,2.45,1675.49,5.12,858.7,2
81.43,2.32,946.7,7.83,945.02,2
70.95,1.06,1300.58,7.52,510.57,1
37.2,1.0,1602.4,9.03,137.3,0
87.14,1.05,1462.31,8.26,811.95,2
86.74,1.01,1658.51,3.92,705.04,2
74.52,2.07,1052.31,9.11,168.86,2
33.22,2.18,1275.48,8.94,383.4,2
40.1,2.53,1348.91,4.32,720.38,2
60.67,1.85,1260.9,8.8,829.56,1
72.56,0.41,1638.85,7.7,697.02,1
51.78,2.65,1525.37,3.79,407.78,2
83.18,0.24,1761.42,7.75,631.38,2
46.23,0.82,1742.06,5.09,775.51,0
53.59,0.5,810.72,6.81,975.78,2
52.15,1.14,1144.09,6.64,440.66,0
82.79,1.57,1307.76,3.97,982.74,2
45.0,0.31,1463.15,7.17,415.15,0
55.33,2.38,995.71,8.74,648.75,2
55.14,1.43,1056.65,8.26,512.87,1
49.25,1.83,1795.73,6.05,920.69,1
50.7,0.26,1004.24,5.93,219.63,0
30.01,2.75,1643.88,8.2,167.81,2
37.22,0.3,1524.03,9.5,430.54,0
37.15,1.59,1148.83,5.62,621.33,1
73.12,0.42,835.59,9.96,232.73,2
33.23,0.65,838.96,5.74,802.4,2
50.47,1.39,1475.59,6.56,861.45,1
81.96,0.13,1578.05,6.23,988.84,2
58.99,2.96,1554.57,4.74,538.39,2
89.53,2.59,897.37,7.94,345.58,2
30.42,1.27,1034.75,8.73,337.33,1
79.65,0.1,1107.82,4.69,233.57,2
34.09,0.64,1355.55,5.04,417.39,0
52.61,2.64,1705.3,6.45,330.16,2
36.41,2.86,860.23,5.08,298.07,2
49.22,0.58,1583.16,3.86,634.91,0
37.43,0.3,1709.43,4.33,821.25,0
62.68,0.33,1755.45,4.73,859.65,1
40.13,2.58,813.23,6.58,769.44,2
86.09,2.74,1619.62,9.22,199.22,2
47.05,0.94,1177.05,5.75,544.56,0
39.59,2.1,967.57,5.17,503.35,2
77.79,2.24,1445.53,4.09,547.05,2
35.25,1.19,1213.52,3.28,273.99,0
87.34,2.87,1152.33,3.3,179.09,2
53.53,2.85,941.2,8.34,108.68,2
88.88,1.21,1575.23,5.4,627.67,2
41.52,0.52,1738.06,9.42,887.47,0
67.53,2.44,869.04,5.34,313.7,2
68.14,1.13,948.51,7.18,814.38,2
52.93,0.48,996.69,4.66,299.9,2
68.57,1.84,1496.08,5.54,824.0,1
42.25,1.46,1600.94,4.26,109.86,1
83.02,1.09,1483.87,3.18,690.05,2
48.97,0.26,1409.81,4.69,386.81,0
34.83,0.53,1097.98,3.63,910.83,0
30.36,1.5,923.25,5.15,926.06,2
39.7,2.9,1005.79,8.19,546.68,2
83.07,1.71,1334.56,4.37,166.23,2
84.99,1.05,1172.08,8.32,338.82,2
87.12,2.24,1397.43,9.17,49.61,2
45.42,1.45,1026.98,8.21,919.21,1
55.43,1.09,1761.55,6.11,489.05,0
51.1,2.74,1368.96,8.34,811.81,2
50.51,1.36,1648.47,5.54,793.94,1
86.46,1.91,1541.63,8.64,845.04,2
53.7,0.25,1201.88,7.72,450.35,0
74.94,1.14,1434.74,4.3,749.37,1
62.74,0.69,1091.91,8.24,482.6,1
42.96,2.91,1515.13,9.7,427.11,2
58.51,2.7,1325.05,7.95,252.17,2
56.8,0.46,1005.98,3.01,39.27,0
88.64,0.8,1463.31,8.87,550.66,2
39.19,2.21,1400.25,8.12,769.75,2
88.52,1.76,1141.64,7.54,68.44,2
83.84,0.45,1127.84,8.71,597.31,2
53.62,1.47,1654.55,5.38,869.65,1
35.29,2.35,1647.55,4.27,430.35,2
39.93,2.15,1335.35,7.45,196.49,2
42.7,0.22,1122.07,6.92,857.93,0
70.02,1.36,1753.12,8.03,930.17,1
61.66,0.85,852.83,8.08,121.3,2
48.17,1.64,1364.42,7.2,166.26,1
52.78,1.89,1769.82,8.09,922.6,1
75.73,1.82,992.02,7.67,623.38,2
66.15,1.52,1328.66,5.34,519.31,1
41.85,2.44,985.78,3.59,436.25,2
69.5,1.37,1076.75,6.91,347.0,1
85.97,2.78,1302.37,5.3,737.13,2
32.2,1.48,1136.32,9.44,12.0,1
63.17,2.25,1285.02,3.6,972.46,2
61.08,1.88,1036.61,6.38,429.15,1
34.49,0.41,1637.47,4.68,194.96,0
60.29,2.33,861.95,7.04,119.21,2
32.19,0.25,1634.16,3.83,45.15,0
56.27,2.55,1062.41,5.95,39.92,2
56.94,1.78,1370.91,5.33,315.53,1
36.4,1.16,899.49,8.37,966.27,2
88.2,2.61,1400.79,7.91,285.21,2
67.85,1.42,1282.02,8.3,281.92,1
49.08,2.78,856.22,6.4,912.8,2
66.62,1.68,1049.74,5.4,852.05,1
63.55,1.59,899.58,3.11,963.69,2
52.62,1.85,879.72,7.78,932.57,2
64.54,0.47,1381.72,8.36,406.42,1
82.79,1.98,1699.25,7.36,131.29,2
48.58,0.69,1708.83,8.32,676.4,0
48.06,0.63,1556.45,6.32,225.79,0
67.0,0.22,1126.17,6.28,147.96,1
89.08,0.71,930.35,4.42,769.06,2
55.53,1.74,821.01,3.24,445.83,2
79.0,2.67,886.71,6.77,913.23,2
53.28,2.51,933.7,9.55,751.42,2
86.48,2.06,1163.4,9.57,275.57,2
49.93,2.13,1565.32,9.51,204.8,2
77.88,2.24,863.79,5.71,282.77,2
48.27,2.95,1442.78,8.02,976.62,2
52.63,2.43,1234.53,9.09,180.66,2
86.86,0.73,1126.22,8.29,393.76,2
66.49,1.39,1542.37,4.6,58.46,1
48.0,1.48,968.02,5.48,399.98,2
33.44,1.79,1684.34,4.06,597.81,1
69.88,1.32,1501.1,5.88,504.64,1
30.44,2.11,1461.34,3.27,368.25,2
88.74,1.32,1301.95,9.37,717.26,2
64.92,2.41,1664.37,6.2,475.11,2
53.16,2.9,1497.17,3.58,862.96,2
58.83,0.3,1349.72,5.92,877.75,0
42.24,2.5,1357.69,3.38,971.85,2
60.76,0.94,1269.41,9.01,304.9,1
41.56,0.47,1097.86,8.46,471.63,0
43.65,0.58,1132.73,9.58,343.03,0
89.29,1.51,979.16,9.24,460.36,2
72.58,2.95,850.18,3.68,720.46,2
46.91,0.63,839.36,3.15,774.49,2
38.07,1.46,1405.9,6.0,27.11,1
77.01,0.13,1561.89,9.25,432.84,2
62.13,1.48,1189.21,9.21,893.93,1
50.15,1.88,1726.91,9.73,508.96,1
57.17,0.91,1758.87,4.0,579.83,0
46.95,0.91,1204.97,9.99,54.97,0
64.71,0.34,954.52,6.08,510.46,2
45.53,1.02,886.97,5.12,966.56,2
86.68,1.07,1370.85,9.37,6.18,2
78.64,2.85,891.33,4.13,960.75,2
62.25,0.14,1057.63,6.15,692.91,1
73.99,2.99,1087.51,6.77,533.32,2
54.34,0.59,1777.46,8.97,498.33,0
66.19,0.76,1343.79,7.86,515.17,1
89.42,1.87,1170.97,8.41,170.46,2
53.07,1.11,1231.81,8.47,484.17,0
77.64,1.77,1142.07,8.67,238.29,2
43.46,1.56,1060.85,3.06,648.3,1
60.67,1.39,1766.97,7.0,863.43,1
38.37,1.75,1667.98,7.08,718.01,1
52.32,0.37,1257.9,5.76,867.06,0
44.64,2.9,1758.14,4.73,348.05,2
83.73,2.9,1243.44,5.25,526.09,2
71.27,0.89,1536.47,3.36,49.29,1
53.18,1.13,1115.63,6.44,320.73,0
41.54,1.0,1774.9,5.88,444.71,0
64.59,2.95,1041.6,7.77,715.98,2
66.44,0.36,1476.87,3.45,596.14,1
74.37,0.71,1641.62,3.21,843.81,1
57.62,0.73,933.78,9.67,72.67,2
41.95,1.11,1420.23,6.81,125.64,0
47.38,0.79,1013.54,5.88,704.03,0
43.05,1.16,1190.92,9.84,954.67,0
78.01,0.8,868.04,5.22,266.79,2
60.36,2.36,1658.32,8.91,359.68,2
71.23,1.01,860.91,7.91,9.83,2
54.55,1.06,1493.38,8.36,304.09,0
78.7,0.95,1246.33,8.09,692.92,2
89.24,0.75,1462.32,7.27,915.1,2
39.38,2.28,1368.27,4.92,474.43,2
50.03,1.78,1689.0,6.99,631.72,1
61.12,0.25,1032.86,6.44,310.24,1
40.91,1.56,1122.81,4.81,463.99,1
38.0,2.79,1667.7,7.95,106.21,2
76.55,2.44,1567.76,3.8,643.91,2
80.06,1.77,1446.41,6.21,528.71,2
32.06,1.95,881.45,6.05,292.66,2
62.73,0.49,1491.64,8.57,163.35,1
36.26,0.52,1677.13,6.7,467.26,0
36.4,1.98,1668.0,8.8,626.05,1
34.52,0.43,849.31,4.8,135.66,2
45.6,1.22,1742.98,7.27,834.97,1
72.62,0.43,1535.92,4.93,639.11,1
50.46,2.99,1063.55,4.95,930.67,2
31.48,2.12,1525.33,8.85,974.44,2
88.54,0.29,1621.84,7.52,647.34,2
37.7,1.99,1782.48,9.38,439.13,1
32.4,1.15,1626.39,7.91,459.34,0
33.31,1.34,1269.02,9.5,641.09,1
48.7,1.62,866.06,9.81,360.06,2
58.67,1.13,1482.51,7.64,715.32,0
46.09,1.02,925.25,7.59,39.8,2
65.86,2.62,1690.83,6.14,459.3,2
34.62,2.05,1621.26,4.71,421.3,2
80.33,2.64,1043.18,6.85,192.49,2
36.11,2.74,1620.51,8.32,48.77,2
80.62,1.37,1142.4,6.83,91.35,2
75.4,1.79,986.59,4.32,184.25,2
33.42,1.8,1640.35,3.12,49.0,1
64.37,2.48,1126.74,5.45,596.35,2
46.45,0.18,1535.23,7.38,580.76,0
74.5,2.06,1005.88,5.47,126.11,2
37.79,2.06,1658.6,9.74,628.35,2
41.05,0.41,1612.85,7.05,618.29,0
76.89,2.14,1634.46,3.39,747.52,2
81.05,0.93,1440.45,5.2,957.97,2
32.01,1.78,966.5,7.99,175.89,2
44.12,1.53,1714.83,4.48,144.24,1
75.54,1.55,1711.79,4.03,645.93,2
43.97,0.55,1483.43,7.16,754.83,0
48.57,1.4,1205.47,9.89,292.25,1
47.69,1.13,1364.59,4.77,915.29,0
45.94,2.7,903.48,7.6,906.99,2
40.12,2.91,1252.88,9.62,676.82,2
48.1,0.65,1103.74,3.65,143.87,0
36.28,1.33,1595.58,3.99,130.32,1
68.61,0.67,897.61,4.17,923.73,2
79.29,1.13,1455.82,6.76,677.12,2
70.96,1.92,1066.1,3.27,455.57,1
83.46,1.75,1632.39,9.94,163.62,2
71.51,2.06,1779.96,9.9,686.68,2
44.62,2.42,907.03,8.46,910.2,2
52.97,1.93,1230.14,6.06,310.37,1
75.73,2.81,1740.75,4.22,874.74,2
74.25,0.83,867.28,4.88,912.21,2
67.99,2.19,1057.15,8.04,28.12,2
52.52,1.92,946.1,8.76,235.03,2
69.14,1.28,1396.04,3.75,16.91,1
84.57,0.88,1619.68,10.0,211.43,2
45.91,2.02,1765.45,9.41,502.88,2
77.71,0.49,1777.44,9.75,163.73,2
47.97,0.39,1071.72,8.71,378.32,0
35.3,1.09,1781.38,7.41,416.16,0
39.99,2.96,1620.85,4.97,70.07,2
33.4,0.45,1380.77,9.5,496.74,0
80.58,1.39,1508.58,8.12,173.96,2
51.67,1.95,870.7,5.53,534.8,2
89.77,1.48,1616.06,6.02,796.39,2
65.72,2.67,1210.94,7.23,630.02,2
55.04,0.52,893.56,3.12,873.53,2
44.19,0.71,1536.04,5.24,506.04,0
39.75,2.88,1651.58,9.05,406.77,2
75.74,0.52,808.62,3.14,586.6,2
57.32,1.6,807.46,5.96,718.07,2
56.56,2.22,1033.02,8.69,588.43,2
42.65,0.79,1428.03,8.81,415.63,0
45.5,2.61,1469.27,6.14,487.9,2
42.26,1.92,1158.74,9.97,480.18,1
59.15,1.74,1716.76,8.61,451.13,1
73.12,1.8,1292.37,4.35,463.94,1
44.75,2.75,1135.41,9.67,533.06,2
67.89,1.67,929.38,5.63,99.15,2
67.38,1.4,1577.98,4.54,164.57,1
54.38,2.79,1510.42,5.93,517.27,2
35.05,2.96,1466.41,5.0,585.81,2
36.57,2.9,974.78,7.54,245.45,2
73.05,2.35,1473.42,7.3,892.47,2
34.72,1.06,1048.29,9.92,389.39,0
73.96,2.09,1012.08,4.67,281.28,2
54.67,0.78,819.65,9.16,965.61,2
50.49,1.08,807.09,7.76,825.44,2
38.8,0.56,1590.08,7.31,44.86,0
67.35,1.0,1168.73,8.39,810.94,1
54.02,2.85,1206.46,8.4,483.88,2
83.85,2.73,887.42,9.56,825.53,2
77.48,0.68,1605.12,8.95,289.15,2
87.14,0.24,949.91,6.76,575.79,2
68.71,0.15,1760.37,3.31,143.06,1
30.84,1.74,1732.27,7.66,822.66,1
30.8,1.67,1259.56,6.49,72.21,1
71.07,1.56,1565.15,6.4,149.38,1
68.9,0.6,1672.39,7.29,157.2,1
87.74,1.6,872.9,7.39,253.2,2
78.22,2.47,1778.95,6.51,454.96,2
75.21,0.48,1346.92,6.82,89.47,2
55.08,2.57,1656.15,3.69,90.72,2
45.76,2.64,928.9,8.04,101.17,2
67.39,1.13,1588.91,4.64,639.2,1
44.14,2.17,1673.68,3.89,866.6,2
65.61,0.47,1227.54,4.13,700.35,1
75.53,0.41,1306.14,8.7,936.16,2
60.81,2.86,1335.69,5.76,848.2,2
59.58,1.47,1290.31,8.93,831.94,1
54.21,1.07,1291.93,7.01,238.34,0
77.64,1.51,1134.05,3.75,238.85,2
86.96,0.98,968.86,6.22,307.09,2
32.11,1.04,1344.11,6.86,356.56,0
56.84,2.9,1177.35,4.81,243.47,2
57.47,2.3,1005.99,7.97,21.15,2
55.14,2.35,1138.73,6.95,204.98,2
74.52,0.25,1652.54,4.39,874.4,1
51.15,2.2,1119.23,9.34,126.64,2
40.71,1.53,881.94,4.37,943.77,2
88.59,1.19,1723.29,6.81,269.74,2
72.14,2.01,1789.13,4.86,672.06,2
